"schema.date","duration","schema.Place","source","orig.data","commodity","quantity","unit","price.min","currency","price.max","X","schema.latitude","schema.longitude","schema.language","schema.identifier","year","quarter","month","week","date.common","month.common","price.avg","dm.min","dm.max","dm.avg","dmp.min","dmp.max","dmp.avg"
1898-03-14,"","Damascus","A0D5B7ED-ED0C-4150-9D71-5FA89539E2EF","The lowest at Ps 1\"20","bread",1,"kg",0.584592480581786,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1898-01-01,1898-01-01,1898-03-01,1898-03-14,2000-03-13,2000-03-01,0.584592480581786,-0.814148180573762,NA,-0.815986521707667,-58.2057992009159,NA,-58.2606565123293
1898-03-14,"","Damascus","A0D5B7ED-ED0C-4150-9D71-5FA89539E2EF","The best Kamājī shall be sold at Ps 2\"05","bread",1,"kg",0.828172680824197,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1898-01-01,1898-01-01,1898-03-01,1898-03-14,2000-03-13,2000-03-01,0.828172680824197,-0.570567980331351,NA,-0.572406321465256,-40.7915488679642,NA,-40.8692633924665
1898-03-14,"","Damascus","A0D5B7ED-ED0C-4150-9D71-5FA89539E2EF","medium at Ps 1\"35","bread",1,"kg",0.730740600727233,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1898-01-01,1898-01-01,1898-03-01,1898-03-14,2000-03-13,2000-03-01,0.730740600727233,-0.668000060428316,NA,-0.669838401562221,-47.7572490011449,NA,-47.8258206404116
1898-03-14,"","Damascus","A0D5B7ED-ED0C-4150-9D71-5FA89539E2EF","the lowest at Ps 1\"20","bread",1,"kg",0.584592480581786,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1898-01-01,1898-01-01,1898-03-01,1898-03-14,2000-03-13,2000-03-01,0.584592480581786,-0.814148180573762,NA,-0.815986521707667,-58.2057992009159,NA,-58.2606565123293
1898-04-25,"","Hawran","C056B1A5-E8F9-44AB-B2D4-7CF4F35974F2","a raṭl of bread al-asmar is at Ps 3","bread",1,"kg",1.16918496116357,"ops",NA,"",NA,NA,NA,NA,1898-01-01,1898-04-01,1898-04-01,1898-04-25,2000-04-24,2000-04-01,1.16918496116357,-0.229555699991976,NA,-0.231394041125881,-16.4115984018318,NA,-16.5213130246586
1898-05-28,"","Damascus","F8E04C0D-83A1-409A-BAF1-BFC2704DD9D3","okka of bread at 42 ½ Para","bread",1,"kg",0.828172680824197,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1898-01-01,1898-04-01,1898-05-01,1898-05-23,2000-05-27,2000-05-01,0.828172680824197,-0.570567980331351,NA,-0.572406321465256,-40.7915488679642,NA,-40.8692633924665
1898-05-28,"","Damascus","F8E04C0D-83A1-409A-BAF1-BFC2704DD9D3","ʿajamī bread 60 Para","bread",1,"kg",1.16918496116357,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1898-01-01,1898-04-01,1898-05-01,1898-05-23,2000-05-27,2000-05-01,1.16918496116357,-0.229555699991976,NA,-0.231394041125881,-16.4115984018318,NA,-16.5213130246586
1906-04-02,"","Beirut","C50682B8-BCDA-4293-BAA8-53FA03DC2AC4","Ps 2 per okka of best quality;","bread",1,"kg",1.55891328155143,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1906-01-01,1906-04-01,1906-04-01,1906-04-02,2000-04-01,2000-04-01,1.55891328155143,0.160172620395882,NA,0.158334279261977,11.4512021308909,NA,11.3049159671219
1906-04-02,"","Beirut","C50682B8-BCDA-4293-BAA8-53FA03DC2AC4","Ps 1\"30 per okka of good quality;","bread",1,"kg",1.3640491213575,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1906-01-01,1906-04-01,1906-04-01,1906-04-02,2000-04-01,2000-04-01,1.3640491213575,-0.034691539798047,NA,-0.0365298809319519,-2.48019813547045,NA,-2.60819852876834
1906-04-02,"","Beirut","C50682B8-BCDA-4293-BAA8-53FA03DC2AC4","Ps 1\"20 per okka of brown bread","bread",1,"kg",1.16918496116357,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1906-01-01,1906-04-01,1906-04-01,1906-04-02,2000-04-01,2000-04-01,1.16918496116357,-0.229555699991976,NA,-0.231394041125881,-16.4115984018318,NA,-16.5213130246586
1908-08-21,"","Beirut","0FF34A37-F850-4E78-ABE0-334BD88D6C6E","the raṭl of bread was sold at more then Ps 7;5","bread",1,"kg",2.92296240290893,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1908-01-01,1908-07-01,1908-08-01,1908-08-17,2000-08-21,2000-08-01,2.92296240290893,1.52422174175338,NA,1.52238340061948,108.97100399542,NA,108.696717438354
1909-02-07,"","Damascus","5DA86A30-8E43-46AB-94D7-98ED101D39FE","bread weighing not more than 150 dirham at the price of Ps 1\"20","bread",1,"kg",3.11782656310286,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1909-01-01,1909-01-01,1909-02-01,1909-02-01,2000-02-07,2000-02-01,3.11782656310286,1.71908590194731,NA,1.71724756081341,122.902404261782,NA,122.609831934244
1909-03-30,"","Beirut","E5385ADD-7665-44E0-8526-F064DDE22224","uqqa of finest bread to Ps 2\"20","bread",1,"kg",1.94864160193929,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-01-01,1909-03-01,1909-03-29,2000-03-29,2000-03-01,1.94864160193929,0.549900940783739,NA,0.548062599649835,39.3140026636136,NA,39.1311449589024
1909-03-30,"","Beirut","E5385ADD-7665-44E0-8526-F064DDE22224","uqqa of good quality bread to Ps 2\"15","bread",1,"kg",1.8551068050462,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-01-01,1909-03-01,1909-03-29,2000-03-29,2000-03-01,1.8551068050462,0.456366143890653,NA,0.454527802756749,32.6269305357602,NA,32.452850000875
1909-03-30,"","Beirut","E5385ADD-7665-44E0-8526-F064DDE22224","uqqa of black bread to Ps 2","bread",1,"kg",1.55891328155143,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-01-01,1909-03-01,1909-03-29,2000-03-29,2000-03-01,1.55891328155143,0.160172620395882,NA,0.158334279261977,11.4512021308909,NA,11.3049159671219
1909-03-30,"","Beirut","E5385ADD-7665-44E0-8526-F064DDE22224","currently in Beirut the raṭl sells at Ps 4\"20","bread",1,"kg",1.75377744174536,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-01-01,1909-03-01,1909-03-29,2000-03-29,2000-03-01,1.75377744174536,0.35503678058981,NA,0.353198439455906,25.3826023972523,NA,25.2180304630121
1909-03-30,"","Jerusalem","E5385ADD-7665-44E0-8526-F064DDE22224","in our corrupted city the price is Ps 6\"20","bread",1,"kg",2.25176362890762,"ops",NA,"",31.76904,35.21633,"en","https://www.geonames.org/281184",1909-01-01,1909-01-01,1909-03-01,1909-03-29,2000-03-29,2000-03-01,2.25176362890762,0.853022967752073,NA,0.851184626618168,60.9850697446202,NA,60.773767508065
1909-04-06,"","Beirut","C203B9AC-A2ED-443C-B665-4FBD9B080B5B","the ratl of best bread (al-Khāṣṣ) = Ps 4","bread",1,"kg",1.55891328155143,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-04-01,1909-04-01,1909-04-05,2000-04-05,2000-04-01,1.55891328155143,0.160172620395882,NA,0.158334279261977,11.4512021308909,NA,11.3049159671219
1909-04-06,"","Beirut","C203B9AC-A2ED-443C-B665-4FBD9B080B5B","2nd quality = Ps 3\"30","bread",1,"kg",1.46148120145447,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-04-01,1909-04-01,1909-04-05,2000-04-05,2000-04-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1909-04-06,"","Beirut","C203B9AC-A2ED-443C-B665-4FBD9B080B5B","3rd qual (duqāq) = Ps 3\"20","bread",1,"kg",1.3640491213575,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-04-01,1909-04-01,1909-04-05,2000-04-05,2000-04-01,1.3640491213575,-0.034691539798047,NA,-0.0365298809319519,-2.48019813547045,NA,-2.60819852876834
1909-04-06,"","Beirut","C203B9AC-A2ED-443C-B665-4FBD9B080B5B","4th qual (mafrūq) = Ps 3\"10","bread",1,"kg",1.26661704126054,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1909-01-01,1909-04-01,1909-04-01,1909-04-05,2000-04-05,2000-04-01,1.26661704126054,-0.132123619895012,NA,-0.133961961028916,-9.44589826865115,NA,-9.56475577671347
1909-04-13,"","Jerusalem","C458F3B3-C575-4E8F-8E0D-0E4928DACCDB","cut bread (*al-khubz al-maqṭūʿ*) is sold at Ps 0\"10 and weighs barely 50 dirham","bread",1,"kg",1.55891328155143,"ops",NA,"",31.76904,35.21633,"en","https://www.geonames.org/281184",1909-01-01,1909-04-01,1909-04-01,1909-04-12,2000-04-12,2000-04-01,1.55891328155143,0.160172620395882,NA,0.158334279261977,11.4512021308909,NA,11.3049159671219
1910-07-03,"","Damascus","132553F8-4F6A-4765-9250-D48D0673C784","The municipality set the price (saʿʿrat) for a raṭl of good bread to Ps3\"30","bread",1,"kg",1.46148120145447,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1910-01-01,1910-07-01,1910-07-01,1910-06-27,2000-07-02,2000-07-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1910-07-05,"","Damascus","A45ADCDD-136F-48F2-B852-165AB05FBE24","municipality fixed the price of a raṭl of good bread at Ps 3\"30","bread",1,"kg",1.46148120145447,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1910-01-01,1910-07-01,1910-07-01,1910-07-04,2000-07-04,2000-07-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1910-07-18,"","Beirut","541FF446-F14C-423E-A7E0-DD2BCC656F95","the price fell to Ps 7\"20 per raṭl","bread",1,"kg",2.92296240290893,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1910-01-01,1910-07-01,1910-07-01,1910-07-18,2000-07-17,2000-07-01,2.92296240290893,1.52422174175338,NA,1.52238340061948,108.97100399542,NA,108.696717438354
1910-08-29,"","Damascus","AF0A1C75-634F-4E57-AD8B-3CCA6A060214","the price for bread will be Ps 3\"30","bread",1,"kg",1.46148120145447,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1910-01-01,1910-07-01,1910-08-01,1910-08-29,2000-08-28,2000-08-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1910-08-30,"","Damascus","DDD077AA-5977-4BA4-B99E-FEE51256200C","3\"35 | khubz al-khāṣṣ al-mashrūḥ","bread",1,"kg",1.51019724150295,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1910-01-01,1910-07-01,1910-08-01,1910-08-29,2000-08-29,2000-08-01,1.51019724150295,0.111456580347399,NA,0.109618239213495,7.96835206430056,NA,7.82663734314932
1910-08-30,"","Damascus","DDD077AA-5977-4BA4-B99E-FEE51256200C","3\"30 | \" \" al-rūmaylī al-muktabal …","bread",1,"kg",1.46148120145447,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1910-01-01,1910-07-01,1910-08-01,1910-08-29,2000-08-29,2000-08-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1910-08-30,"","Damascus","DDD077AA-5977-4BA4-B99E-FEE51256200C","3\"20 | bread entirely from ikinci flour","bread",1,"kg",1.3640491213575,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1910-01-01,1910-07-01,1910-08-01,1910-08-29,2000-08-29,2000-08-01,1.3640491213575,-0.034691539798047,NA,-0.0365298809319519,-2.48019813547045,NA,-2.60819852876834
1910-08-30,"","Damascus","DDD077AA-5977-4BA4-B99E-FEE51256200C","3 | bread from mafrūq ṭayyib","bread",1,"kg",1.16918496116357,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1910-01-01,1910-07-01,1910-08-01,1910-08-29,2000-08-29,2000-08-01,1.16918496116357,-0.229555699991976,NA,-0.231394041125881,-16.4115984018318,NA,-16.5213130246586
1911-07-12,"","Damascus","35590F6D-62A9-42A5-B44A-45CA3EAB8A90","a raṭl of black bread (*al-khubz al-azmar*) is sold there at Ps 3;5","bread",1,"kg",1.3640491213575,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1911-01-01,1911-07-01,1911-07-01,1911-07-10,2000-07-11,2000-07-01,1.3640491213575,-0.034691539798047,NA,-0.0365298809319519,-2.48019813547045,NA,-2.60819852876834
1911-07-12,"","Damascus","35590F6D-62A9-42A5-B44A-45CA3EAB8A90","raṭl of dark bread at Ps 2\"30","bread",1,"kg",1.07175288106661,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1911-01-01,1911-07-01,1911-07-01,1911-07-10,2000-07-11,2000-07-01,1.07175288106661,-0.32698778008894,NA,-0.328826121222845,-23.3772985350125,NA,-23.4778702726037
1913-02-18,"","Damascus","B8F9B7C0-8469-417A-98D4-9D622BA6BF8A","bread; a raṭl of which reaches Ps 4\"20","bread",1,"kg",1.75377744174536,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1913-01-01,1913-01-01,1913-02-01,1913-02-17,2000-02-18,2000-02-01,1.75377744174536,0.35503678058981,NA,0.353198439455906,25.3826023972523,NA,25.2180304630121
1913-02-18,"","Damascus","B8F9B7C0-8469-417A-98D4-9D622BA6BF8A","to set the price of a raṭl of bread to Ps 3\"20 to Ps 4","bread",1,"kg",1.3640491213575,"ops",1.55891328155143,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1913-01-01,1913-01-01,1913-02-01,1913-02-17,2000-02-18,2000-02-01,1.46148120145447,-0.034691539798047,-6.75529088672287,0.0609021991650125,-2.48019813547045,-81.25,4.34835871917677
1913-03-04,"","Damascus","F2EBD846-6889-4215-A7D7-D97A61EAC82C","not allowed to sell a raṭl of good quality at more than Ps 4","bread",1,"kg",1.55891328155143,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1913-01-01,1913-01-01,1913-03-01,1913-03-03,2000-03-03,2000-03-01,1.55891328155143,0.160172620395882,NA,0.158334279261977,11.4512021308909,NA,11.3049159671219
1914-02-01,"","Damascus","82110DD4-9442-439A-9A38-C6EE0907B675","making bread of good quality at the citadel of Damascus. he sells the raṭl at Ps 2\"20","bread",1,"kg",0.974320800969644,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1914-01-01,1914-01-01,1914-02-01,1914-01-26,2000-02-01,2000-02-01,0.974320800969644,-0.424419860185905,NA,-0.42625820131981,-30.3429986681932,NA,-30.4344275205488
1914-10-16,"","Beirut","96E665E4-704F-48FF-BBE5-220720EA214A","uqqa of bread from the ovens ( 10 loafs are 1 uqqa ): Ps 2\"20","bread",1,"kg",1.94864160193929,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1914-01-01,1914-10-01,1914-10-01,1914-10-12,2000-10-15,2000-10-01,1.94864160193929,0.549900940783739,NA,0.548062599649835,39.3140026636136,NA,39.1311449589024
1914-10-16,"","Beirut","96E665E4-704F-48FF-BBE5-220720EA214A","uqqa of bread from the markets (10 loafs per uqqa): Ps 3","bread",1,"kg",1.16918496116357,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1914-01-01,1914-10-01,1914-10-01,1914-10-12,2000-10-15,2000-10-01,1.16918496116357,-0.229555699991976,NA,-0.231394041125881,-16.4115984018318,NA,-16.5213130246586
1914-10-16,"","Beirut","96E665E4-704F-48FF-BBE5-220720EA214A","uqqa of medium bread from the ovens: Ps 2\"10","bread",1,"kg",1.75377744174536,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1914-01-01,1914-10-01,1914-10-01,1914-10-12,2000-10-15,2000-10-01,1.75377744174536,0.35503678058981,NA,0.353198439455906,25.3826023972523,NA,25.2180304630121
1914-10-16,"","Beirut","96E665E4-704F-48FF-BBE5-220720EA214A","uqqa of medium bread from the markets: Ps 2\"15","bread",1,"kg",1.8551068050462,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1914-01-01,1914-10-01,1914-10-01,1914-10-12,2000-10-15,2000-10-01,1.8551068050462,0.456366143890653,NA,0.454527802756749,32.6269305357602,NA,32.452850000875
1915-05-15,"","Damascus","FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7","dry sliced bread (*al-khubz al-mashrūḥ al-nāshif*) from the soft and poultry variety of flour | 4","bread",1,"kg",1.55891328155143,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-04-01,1915-05-01,1915-05-10,2000-05-14,2000-05-01,1.55891328155143,0.160172620395882,NA,0.158334279261977,11.4512021308909,NA,11.3049159671219
1915-05-15,"","Damascus","FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7","dry round bread (*al-khubz al-mukbatal al-nāshif) from the soft and poultry variety of flour | 3\"30","bread",1,"kg",1.46148120145447,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-04-01,1915-05-01,1915-05-10,2000-05-14,2000-05-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1915-05-15,"","Damascus","FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7","dry sliced bread from second grade flour | 3\"25","bread",1,"kg",1.42250836941568,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-04-01,1915-05-01,1915-05-10,2000-05-14,2000-05-01,1.42250836941568,0.0237677082601315,NA,0.0219293671262266,1.69922194443795,NA,1.56573581999872
1915-05-15,"","Damascus","FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7","dry sliced bread from flour of lupine | 3\"15","bread",1,"kg",1.31728172291096,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-04-01,1915-05-01,1915-05-10,2000-05-14,2000-05-01,1.31728172291096,-0.0814589382445901,NA,-0.083297279378495,-5.82373419939719,NA,-5.94734600778201
1915-07-31,"","Damascus","BD075ACF-87C2-4663-891C-4DC1868C197C","dry sliced bread (*al-khubz al-mashrūḥ al-nāshif*) from the soft and poultry variety of flour | 3\"30","bread",1,"kg",1.46148120145447,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-07-01,1915-07-01,1915-07-26,2000-07-30,2000-07-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1915-07-31,"","Damascus","BD075ACF-87C2-4663-891C-4DC1868C197C","dry round bread (*al-khubz al-mukbatal al-nāshif) from the soft and poultry variety of flour | 3\"20","bread",1,"kg",1.3640491213575,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-07-01,1915-07-01,1915-07-26,2000-07-30,2000-07-01,1.3640491213575,-0.034691539798047,NA,-0.0365298809319519,-2.48019813547045,NA,-2.60819852876834
1915-07-31,"","Damascus","BD075ACF-87C2-4663-891C-4DC1868C197C","dry sliced bread from second grade flour | 3\"15","bread",1,"kg",1.31728172291096,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-07-01,1915-07-01,1915-07-26,2000-07-30,2000-07-01,1.31728172291096,-0.0814589382445901,NA,-0.083297279378495,-5.82373419939719,NA,-5.94734600778201
1915-07-31,"","Damascus","BD075ACF-87C2-4663-891C-4DC1868C197C","dry sliced bread from flour of lupine | 3\"5","bread",1,"kg",1.21984964281399,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-07-01,1915-07-01,1915-07-26,2000-07-30,2000-07-01,1.21984964281399,-0.178891018341554,NA,-0.180729359475459,-12.7894343325779,NA,-12.9039032557271
1915-12-26,"","Damascus","699B5AAE-E06F-4F15-8CD4-8748B2BEC143","good bread made from soft flour | raṭl | 4\"20 |","bread",1,"kg",1.75377744174536,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-10-01,1915-12-01,1915-12-20,2000-12-25,2000-12-01,1.75377744174536,0.35503678058981,NA,0.353198439455906,25.3826023972523,NA,25.2180304630121
1915-12-26,"","Damascus","699B5AAE-E06F-4F15-8CD4-8748B2BEC143","dry sliced bread from soft four | raṭl | 4\"05 |","bread",1,"kg",1.60957796320185,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-10-01,1915-12-01,1915-12-20,2000-12-25,2000-12-01,1.60957796320185,0.210837302046303,NA,0.208998960912398,15.0733662001449,NA,14.9223257360533
1915-12-26,"","Damascus","699B5AAE-E06F-4F15-8CD4-8748B2BEC143","dry round bread from soft flour | raṭl | 4 |","bread",1,"kg",1.55891328155143,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-10-01,1915-12-01,1915-12-20,2000-12-25,2000-12-01,1.55891328155143,0.160172620395882,NA,0.158334279261977,11.4512021308909,NA,11.3049159671219
1915-12-26,"","Damascus","699B5AAE-E06F-4F15-8CD4-8748B2BEC143","dry sliced bread from second class flour and flour of lupine | raṭl | 3\"20 |","bread",1,"kg",1.46148120145447,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1915-01-01,1915-10-01,1915-12-01,1915-12-20,2000-12-25,2000-12-01,1.46148120145447,0.0627405402989174,NA,0.0609021991650125,4.48550199771023,NA,4.34835871917677
1917-01-01,"P1Y","Damascus","5F211B51-6B61-4A32-8E77-4F246DF3421E","Le rotol du pain P.Damas 31;10 = P.arg. 25;-","bread",1,"kg",12.1205507640624,"ops",9.74320800969644,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1917-01-01,1917-01-01,1917-01-01,1917-01-01,2000-01-01,2000-01-01,10.9318793868794,10.7218101029068,1.42900384142214,9.53130038458995,766.533096567677,17.1875,680.525723219442
1918-03-17,"","Damascus","349BC78A-9A07-4540-A289-DA77F90A0D62","le pain à 32-35 piastres le rotol","bread",1,"kg",12.4713062524114,"ops",13.640491213575,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1918-01-01,1918-01-01,1918-03-01,1918-03-11,2000-03-16,2000-03-01,13.0558987329932,11.0725655912559,5.32628704530072,11.6553197307038,791.609617047127,64.0625,832.178671224646
1918-03-17,"","Damascus","349BC78A-9A07-4540-A289-DA77F90A0D62","le prix a haussé tout d'un coup à 45 piastres","bread",1,"kg",17.5377744174536,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1918-01-01,1918-01-01,1918-03-01,1918-03-11,2000-03-16,2000-03-01,17.5377744174536,16.139033756298,NA,16.1371954151641,1153.82602397252,NA,1152.18030463012
